step,x,y,new_color,ant_dx,ant_dy
3582,111,99,1,1,0
3583,112,99,1,0,1
3584,112,100,1,-1,0
3585,111,100,0,0,1
3586,111,101,0,1,0
3587,112,101,1,0,1
3588,112,102,0,1,0
3589,113,102,1,0,1
3590,113,103,0,1,0
3591,114,103,1,0,1
3592,114,104,0,1,0
3593,115,104,0,0,-1
3594,115,103,1,1,0
3595,116,103,0,0,-1
3596,116,102,0,-1,0
3597,115,102,1,0,-1
3598,115,101,0,-1,0
3599,114,101,1,0,-1
3600,114,100,1,1,0
3601,115,100,0,0,-1
3602,115,99,0,-1,0
3603,114,99,1,0,-1
3604,114,98,1,1,0
3605,115,98,0,0,-1
3606,115,97,1,1,0
3607,116,97,1,0,1
3608,116,98,1,-1,0
3609,115,98,1,0,-1
3610,115,97,0,-1,0
3611,114,97,0,0,1
3612,114,98,0,1,0
3613,115,98,0,0,-1
3614,115,97,1,1,0
3615,116,97,0,0,-1
3616,116,96,1,1,0
3617,117,96,1,0,1
3618,117,97,1,-1,0
3619,116,97,1,0,-1
3620,116,96,0,-1,0
3621,115,96,1,0,-1
3622,115,95,0,-1,0
3623,114,95,0,0,1
3624,114,96,0,1,0
3625,115,96,0,0,-1
3626,115,95,1,1,0
3627,116,95,1,0,1
3628,116,96,1,-1,0
3629,115,96,1,0,-1
3630,115,95,0,-1,0
3631,114,95,1,0,-1
3632,114,94,1,1,0
3633,115,94,1,0,1
3634,115,95,1,-1,0
3635,114,95,0,0,1
3636,114,96,1,-1,0
3637,113,96,0,0,1
3638,113,97,0,1,0
3639,114,97,1,0,1
3640,114,98,1,-1,0
3641,113,98,1,0,-1
3642,113,97,1,1,0
3643,114,97,0,0,-1
3644,114,96,0,-1,0
3645,113,96,1,0,-1
3646,113,95,1,1,0
3647,114,95,1,0,1
3648,114,96,1,-1,0
3649,113,96,0,0,1
3650,113,97,0,1,0
3651,114,97,1,0,1
3652,114,98,0,1,0
3653,115,98,1,0,1
3654,115,99,1,-1,0
3655,114,99,0,0,1
3656,114,100,0,1,0
3657,115,100,1,0,1
3658,115,101,1,-1,0
3659,114,101,0,0,1
3660,114,102,1,-1,0
3661,113,102,0,0,1
3662,113,103,1,-1,0
3663,112,103,0,0,1
3664,112,104,1,-1,0
3665,111,104,1,0,-1
3666,111,103,1,1,0
3667,112,103,1,0,1
3668,112,104,0,1,0
3669,113,104,1,0,1
3670,113,105,0,1,0
3671,114,105,1,0,1
3672,114,106,1,-1,0
3673,113,106,1,0,-1
3674,113,105,1,1,0
3675,114,105,0,0,-1
3676,114,104,1,1,0
3677,115,104,1,0,1
3678,115,105,0,1,0
3679,116,105,0,0,-1
3680,116,104,0,-1,0
3681,115,104,0,0,1
3682,115,105,1,-1,0
3683,114,105,1,0,-1
3684,114,104,0,-1,0
3685,113,104,0,0,1
3686,113,105,0,1,0
3687,114,105,0,0,-1
3688,114,104,1,1,0
3689,115,104,1,0,1
3690,115,105,0,1,0
3691,116,105,1,0,1
3692,116,106,0,1,0
3693,117,106,1,0,1
3694,117,107,1,-1,0
3695,116,107,1,0,-1
3696,116,106,1,1,0
3697,117,106,0,0,-1
3698,117,105,0,-1,0
3699,116,105,0,0,1
3700,116,106,0,1,0
3701,117,106,1,0,1
3702,117,107,0,1,0
3703,118,107,1,0,1
3704,118,108,1,-1,0
3705,117,108,1,0,-1
3706,117,107,1,1,0
3707,118,107,0,0,-1
3708,118,106,1,1,0
3709,119,106,1,0,1
3710,119,107,1,-1,0
3711,118,107,1,0,-1
3712,118,106,0,-1,0
3713,117,106,0,0,1
3714,117,107,0,1,0
3715,118,107,0,0,-1
3716,118,106,1,1,0
3717,119,106,0,0,-1
3718,119,105,1,1,0
3719,120,105,1,0,1
3720,120,106,1,-1,0
3721,119,106,1,0,-1
3722,119,105,0,-1,0
3723,118,105,1,0,-1
3724,118,104,1,1,0
3725,119,104,1,0,1
3726,119,105,1,-1,0
3727,118,105,0,0,1
3728,118,106,0,1,0
3729,119,106,0,0,-1
3730,119,105,0,-1,0
3731,118,105,1,0,-1
3732,118,104,0,-1,0
3733,117,104,0,0,1
3734,117,105,1,-1,0
3735,116,105,1,0,-1
3736,116,104,1,1,0
3737,117,104,1,0,1
3738,117,105,0,1,0
3739,118,105,0,0,-1
3740,118,104,1,1,0
3741,119,104,0,0,-1
3742,119,103,1,1,0
3743,120,103,1,0,1
3744,120,104,1,-1,0
3745,119,104,1,0,-1
3746,119,103,0,-1,0
3747,118,103,1,0,-1
3748,118,102,1,1,0
3749,119,102,1,0,1
3750,119,103,1,-1,0
3751,118,103,0,0,1
3752,118,104,0,1,0
3753,119,104,0,0,-1
3754,119,103,0,-1,0
3755,118,103,1,0,-1
3756,118,102,0,-1,0
3757,117,102,1,0,-1
3758,117,101,0,-1,0
3759,116,101,0,0,1
3760,116,102,1,-1,0
3761,115,102,0,0,1
3762,115,103,0,1,0
3763,116,103,1,0,1
3764,116,104,0,1,0
3765,117,104,0,0,-1
3766,117,103,1,1,0
3767,118,103,0,0,-1
3768,118,102,1,1,0
3769,119,102,0,0,-1
3770,119,101,1,1,0
3771,120,101,1,0,1
3772,120,102,1,-1,0
3773,119,102,1,0,-1
3774,119,101,0,-1,0
3775,118,101,1,0,-1
3776,118,100,0,-1,0
3777,117,100,1,0,-1
3778,117,99,1,1,0
3779,118,99,1,0,1
3780,118,100,1,-1,0
3781,117,100,0,0,1
3782,117,101,1,-1,0
3783,116,101,1,0,-1
3784,116,100,1,1,0
3785,117,100,1,0,1
3786,117,101,0,1,0
3787,118,101,0,0,-1
3788,118,100,0,-1,0
3789,117,100,0,0,1
3790,117,101,1,-1,0
3791,116,101,0,0,1
3792,116,102,0,1,0
3793,117,102,0,0,-1
3794,117,101,0,-1,0
3795,116,101,1,0,-1
3796,116,100,0,-1,0
3797,115,100,0,0,1
3798,115,101,0,1,0
3799,116,101,0,0,-1
3800,116,100,1,1,0
3801,117,100,1,0,1
3802,117,101,1,-1,0
3803,116,101,1,0,-1
3804,116,100,0,-1,0
3805,115,100,1,0,-1
3806,115,99,0,-1,0
3807,114,99,1,0,-1
3808,114,98,1,1,0
3809,115,98,0,0,-1
3810,115,97,0,-1,0
3811,114,97,0,0,1
3812,114,98,0,1,0
3813,115,98,1,0,1
3814,115,99,1,-1,0
3815,114,99,0,0,1
3816,114,100,1,-1,0
3817,113,100,1,0,-1
3818,113,99,1,1,0
3819,114,99,1,0,1
3820,114,100,0,1,0
3821,115,100,0,0,-1
3822,115,99,0,-1,0
3823,114,99,0,0,1
3824,114,100,1,-1,0
3825,113,100,0,0,1
3826,113,101,0,1,0
3827,114,101,1,0,1
3828,114,102,0,1,0
3829,115,102,1,0,1
3830,115,103,1,-1,0
3831,114,103,0,0,1
3832,114,104,0,1,0
3833,115,104,0,0,-1
3834,115,103,0,-1,0
3835,114,103,1,0,-1
3836,114,102,1,1,0
3837,115,102,0,0,-1
3838,115,101,1,1,0
3839,116,101,0,0,-1
3840,116,100,1,1,0
3841,117,100,0,0,-1
3842,117,99,0,-1,0
3843,116,99,0,0,1
3844,116,100,0,1,0
3845,117,100,1,0,1
3846,117,101,0,1,0
3847,118,101,1,0,1
3848,118,102,0,1,0
3849,119,102,0,0,-1
3850,119,101,1,1,0
3851,120,101,0,0,-1
3852,120,100,1,1,0
3853,121,100,1,0,1
3854,121,101,1,-1,0
3855,120,101,1,0,-1
3856,120,100,0,-1,0
3857,119,100,1,0,-1
3858,119,99,0,-1,0
3859,118,99,0,0,1
3860,118,100,1,-1,0
3861,117,100,0,0,1
3862,117,101,1,-1,0
3863,116,101,1,0,-1
3864,116,100,1,1,0
3865,117,100,1,0,1
3866,117,101,0,1,0
3867,118,101,0,0,-1
3868,118,100,0,-1,0
3869,117,100,0,0,1
3870,117,101,1,-1,0
3871,116,101,0,0,1
3872,116,102,1,-1,0
3873,115,102,1,0,-1
3874,115,101,0,-1,0
3875,114,101,0,0,1
3876,114,102,0,1,0
3877,115,102,0,0,-1
3878,115,101,1,1,0
3879,116,101,1,0,1
3880,116,102,0,1,0
3881,117,102,1,0,1
3882,117,103,0,1,0
3883,118,103,1,0,1
3884,118,104,1,-1,0
3885,117,104,1,0,-1
3886,117,103,1,1,0
3887,118,103,0,0,-1
3888,118,102,1,1,0
3889,119,102,1,0,1
3890,119,103,1,-1,0
3891,118,103,1,0,-1
3892,118,102,0,-1,0
3893,117,102,0,0,1
3894,117,103,0,1,0
3895,118,103,0,0,-1
3896,118,102,1,1,0
3897,119,102,0,0,-1
3898,119,101,0,-1,0
3899,118,101,1,0,-1
3900,118,100,1,1,0
3901,119,100,0,0,-1
3902,119,99,1,1,0
3903,120,99,1,0,1
3904,120,100,1,-1,0
3905,119,100,1,0,-1
3906,119,99,0,-1,0
3907,118,99,1,0,-1
3908,118,98,1,1,0
3909,119,98,0,0,-1
3910,119,97,0,-1,0
3911,118,97,1,0,-1
3912,118,96,1,1,0
3913,119,96,0,0,-1
3914,119,95,1,1,0
3915,120,95,1,0,1
3916,120,96,1,-1,0
3917,119,96,1,0,-1
3918,119,95,0,-1,0
3919,118,95,0,0,1
3920,118,96,0,1,0
3921,119,96,0,0,-1
3922,119,95,1,1,0
3923,120,95,0,0,-1
3924,120,94,1,1,0
3925,121,94,1,0,1
3926,121,95,1,-1,0
3927,120,95,1,0,-1
3928,120,94,0,-1,0
3929,119,94,1,0,-1
3930,119,93,0,-1,0
3931,118,93,1,0,-1
3932,118,92,1,1,0
3933,119,92,0,0,-1
3934,119,91,0,-1,0
3935,118,91,1,0,-1
3936,118,90,1,1,0
3937,119,90,0,0,-1
3938,119,89,0,-1,0
3939,118,89,1,0,-1
3940,118,88,1,1,0
3941,119,88,0,0,-1
3942,119,87,1,1,0
3943,120,87,1,0,1
3944,120,88,1,-1,0
3945,119,88,1,0,-1
3946,119,87,0,-1,0
3947,118,87,0,0,1
3948,118,88,0,1,0
3949,119,88,0,0,-1
3950,119,87,1,1,0
3951,120,87,0,0,-1
3952,120,86,1,1,0
3953,121,86,1,0,1
3954,121,87,1,-1,0
3955,120,87,1,0,-1
3956,120,86,0,-1,0
3957,119,86,1,0,-1
3958,119,85,1,1,0
3959,120,85,1,0,1
3960,120,86,1,-1,0
3961,119,86,0,0,1
3962,119,87,0,1,0
3963,120,87,0,0,-1
3964,120,86,0,-1,0
3965,119,86,1,0,-1
3966,119,85,0,-1,0
3967,118,85,1,0,-1
3968,118,84,1,1,0
3969,119,84,1,0,1
3970,119,85,1,-1,0
3971,118,85,0,0,1
3972,118,86,1,-1,0
3973,117,86,0,0,1
3974,117,87,0,1,0
3975,118,87,1,0,1
3976,118,88,1,-1,0
3977,117,88,0,0,1
3978,117,89,1,-1,0
3979,116,89,1,0,-1
3980,116,88,0,-1,0
3981,115,88,1,0,-1
3982,115,87,1,1,0
3983,116,87,1,0,1
3984,116,88,1,-1,0
3985,115,88,0,0,1
3986,115,89,0,1,0
3987,116,89,0,0,-1
3988,116,88,0,-1,0
3989,115,88,1,0,-1
3990,115,87,0,-1,0
3991,114,87,0,0,1
3992,114,88,0,1,0
3993,115,88,0,0,-1
3994,115,87,1,1,0
3995,116,87,0,0,-1
3996,116,86,0,-1,0
3997,115,86,1,0,-1
3998,115,85,1,1,0
3999,116,85,1,0,1
4000,116,86,1,-1,0
4001,115,86,0,0,1
4002,115,87,0,1,0
4003,116,87,1,0,1
4004,116,88,1,-1,0
4005,115,88,1,0,-1
4006,115,87,1,1,0
4007,116,87,0,0,-1
4008,116,86,0,-1,0
4009,115,86,1,0,-1
4010,115,85,0,-1,0
4011,114,85,1,0,-1
4012,114,84,1,1,0
4013,115,84,1,0,1
4014,115,85,1,-1,0
4015,114,85,0,0,1
4016,114,86,1,-1,0
4017,113,86,0,0,1
4018,113,87,1,-1,0
4019,112,87,0,0,1
4020,112,88,1,-1,0
4021,111,88,0,0,1
4022,111,89,0,1,0
4023,112,89,1,0,1
4024,112,90,1,-1,0
4025,111,90,1,0,-1
4026,111,89,1,1,0
4027,112,89,0,0,-1
4028,112,88,0,-1,0
4029,111,88,1,0,-1
4030,111,87,1,1,0
4031,112,87,1,0,1
4032,112,88,1,-1,0
4033,111,88,0,0,1
4034,111,89,0,1,0
4035,112,89,1,0,1
4036,112,90,0,1,0
4037,113,90,0,0,-1
4038,113,89,0,-1,0
4039,112,89,0,0,1
4040,112,90,1,-1,0
4041,111,90,0,0,1
4042,111,91,1,-1,0
4043,110,91,1,0,-1
4044,110,90,0,-1,0
4045,109,90,0,0,1
4046,109,91,1,-1,0
4047,108,91,0,0,1
4048,108,92,1,-1,0
4049,107,92,0,0,1
4050,107,93,0,1,0
4051,108,93,1,0,1
4052,108,94,1,-1,0
4053,107,94,0,0,1
4054,107,95,0,1,0
4055,108,95,0,0,-1
4056,108,94,0,-1,0
4057,107,94,1,0,-1
4058,107,93,1,1,0
4059,108,93,0,0,-1
4060,108,92,0,-1,0
4061,107,92,1,0,-1
4062,107,91,0,-1,0
4063,106,91,0,0,1
4064,106,92,0,1,0
4065,107,92,0,0,-1
4066,107,91,1,1,0
4067,108,91,1,0,1
4068,108,92,1,-1,0
4069,107,92,1,0,-1
4070,107,91,0,-1,0
4071,106,91,1,0,-1
4072,106,90,1,1,0
4073,107,90,0,0,-1
4074,107,89,0,-1,0
4075,106,89,0,0,1
4076,106,90,0,1,0
4077,107,90,1,0,1
4078,107,91,1,-1,0
4079,106,91,0,0,1
4080,106,92,1,-1,0
4081,105,92,0,0,1
4082,105,93,1,-1,0
4083,104,93,1,0,-1
4084,104,92,1,1,0
4085,105,92,1,0,1
4086,105,93,0,1,0
4087,106,93,0,0,-1
4088,106,92,0,-1,0
4089,105,92,0,0,1
4090,105,93,1,-1,0
4091,104,93,0,0,1
4092,104,94,1,-1,0
4093,103,94,1,0,-1
4094,103,93,0,-1,0
4095,102,93,1,0,-1
4096,102,92,1,1,0
4097,103,92,0,0,-1
4098,103,91,0,-1,0
4099,102,91,1,0,-1
4100,102,90,0,-1,0
4101,101,90,1,0,-1
4102,101,89,1,1,0
4103,102,89,1,0,1
4104,102,90,1,-1,0
4105,101,90,0,0,1
4106,101,91,1,-1,0
4107,100,91,0,0,1
4108,100,92,1,-1,0
4109,99,92,0,0,1
4110,99,93,0,1,0
4111,100,93,0,0,-1
4112,100,92,0,-1,0
4113,99,92,1,0,-1
4114,99,91,1,1,0
4115,100,91,1,0,1
4116,100,92,1,-1,0
4117,99,92,0,0,1
4118,99,93,1,-1,0
4119,98,93,0,0,1
4120,98,94,0,1,0
4121,99,94,1,0,1
4122,99,95,1,-1,0
4123,98,95,0,0,1
4124,98,96,0,1,0
4125,99,96,1,0,1
4126,99,97,0,1,0
4127,100,97,1,0,1
4128,100,98,1,-1,0
4129,99,98,0,0,1
4130,99,99,1,-1,0
4131,98,99,1,0,-1
4132,98,98,0,-1,0
4133,97,98,0,0,1
4134,97,99,1,-1,0
4135,96,99,1,0,-1
4136,96,98,1,1,0
4137,97,98,1,0,1
4138,97,99,0,1,0
4139,98,99,0,0,-1
4140,98,98,1,1,0
4141,99,98,1,0,1
4142,99,99,0,1,0
4143,100,99,1,0,1
4144,100,100,1,-1,0
4145,99,100,1,0,-1
4146,99,99,1,1,0
4147,100,99,0,0,-1
4148,100,98,0,-1,0
4149,99,98,0,0,1
4150,99,99,0,1,0
4151,100,99,1,0,1
4152,100,100,0,1,0
4153,101,100,1,0,1
4154,101,101,0,1,0
4155,102,101,1,0,1
4156,102,102,1,-1,0
4157,101,102,0,0,1
4158,101,103,0,1,0
4159,102,103,1,0,1
4160,102,104,0,1,0
4161,103,104,0,0,-1
4162,103,103,0,-1,0
4163,102,103,0,0,1
4164,102,104,1,-1,0
4165,101,104,1,0,-1
4166,101,103,1,1,0
4167,102,103,1,0,1
4168,102,104,0,1,0
4169,103,104,1,0,1
4170,103,105,1,-1,0
4171,102,105,0,0,1
4172,102,106,0,1,0
4173,103,106,1,0,1
4174,103,107,1,-1,0
4175,102,107,1,0,-1
4176,102,106,1,1,0
4177,103,106,0,0,-1
4178,103,105,0,-1,0
4179,102,105,1,0,-1
4180,102,104,1,1,0
4181,103,104,0,0,-1
4182,103,103,1,1,0
4183,104,103,1,0,1
4184,104,104,0,1,0
4185,105,104,0,0,-1
4186,105,103,1,1,0
4187,106,103,1,0,1
4188,106,104,1,-1,0
4189,105,104,1,0,-1
4190,105,103,0,-1,0
4191,104,103,0,0,1
4192,104,104,1,-1,0
4193,103,104,1,0,-1
4194,103,103,0,-1,0
4195,102,103,0,0,1
4196,102,104,0,1,0
4197,103,104,0,0,-1
4198,103,103,1,1,0
4199,104,103,1,0,1
4200,104,104,0,1,0
4201,105,104,0,0,-1
4202,105,103,1,1,0
4203,106,103,0,0,-1
4204,106,102,1,1,0
4205,107,102,1,0,1
4206,107,103,1,-1,0
4207,106,103,1,0,-1
4208,106,102,0,-1,0
4209,105,102,0,0,1
4210,105,103,0,1,0
4211,106,103,0,0,-1
4212,106,102,1,1,0
4213,107,102,0,0,-1
4214,107,101,1,1,0
4215,108,101,1,0,1
4216,108,102,0,1,0
4217,109,102,0,0,-1
4218,109,101,0,-1,0
4219,108,101,0,0,1
4220,108,102,1,-1,0
4221,107,102,1,0,-1
4222,107,101,0,-1,0
4223,106,101,1,0,-1
4224,106,100,1,1,0
4225,107,100,1,0,1
4226,107,101,1,-1,0
4227,106,101,0,0,1
4228,106,102,0,1,0
4229,107,102,0,0,-1
4230,107,101,0,-1,0
4231,106,101,1,0,-1
4232,106,100,0,-1,0
4233,105,100,1,0,-1
4234,105,99,1,1,0
4235,106,99,0,0,-1
4236,106,98,0,-1,0
4237,105,98,0,0,1
4238,105,99,0,1,0
4239,106,99,1,0,1
4240,106,100,1,-1,0
4241,105,100,0,0,1
4242,105,101,1,-1,0
4243,104,101,0,0,1
4244,104,102,0,1,0
4245,105,102,1,0,1
4246,105,103,1,-1,0
4247,104,103,0,0,1
4248,104,104,1,-1,0
4249,103,104,1,0,-1
4250,103,103,0,-1,0
4251,102,103,1,0,-1
4252,102,102,0,-1,0
4253,101,102,1,0,-1
4254,101,101,1,1,0
4255,102,101,0,0,-1
4256,102,100,1,1,0
4257,103,100,1,0,1
4258,103,101,1,-1,0
4259,102,101,1,0,-1
4260,102,100,0,-1,0
4261,101,100,0,0,1
4262,101,101,0,1,0
4263,102,101,0,0,-1
4264,102,100,1,1,0
4265,103,100,0,0,-1
4266,103,99,0,-1,0
4267,102,99,0,0,1
4268,102,100,0,1,0
4269,103,100,1,0,1
4270,103,101,0,1,0
4271,104,101,1,0,1
4272,104,102,1,-1,0
4273,103,102,1,0,-1
4274,103,101,1,1,0
4275,104,101,0,0,-1
4276,104,100,1,1,0
4277,105,100,1,0,1
4278,105,101,0,1,0
4279,106,101,0,0,-1
4280,106,100,0,-1,0
4281,105,100,0,0,1
4282,105,101,1,-1,0
4283,104,101,1,0,-1
4284,104,100,0,-1,0
4285,103,100,0,0,1
4286,103,101,0,1,0
4287,104,101,0,0,-1
4288,104,100,1,1,0
4289,105,100,1,0,1
4290,105,101,0,1,0
4291,106,101,1,0,1
4292,106,102,1,-1,0
4293,105,102,0,0,1
4294,105,103,0,1,0
4295,106,103,1,0,1
4296,106,104,0,1,0
4297,107,104,1,0,1
4298,107,105,1,-1,0
4299,106,105,0,0,1
4300,106,106,1,-1,0
4301,105,106,1,0,-1
4302,105,105,0,-1,0
4303,104,105,1,0,-1
4304,104,104,0,-1,0
4305,103,104,0,0,1
4306,103,105,1,-1,0
4307,102,105,0,0,1
4308,102,106,0,1,0
4309,103,106,1,0,1
4310,103,107,0,1,0
4311,104,107,1,0,1
4312,104,108,1,-1,0
4313,103,108,1,0,-1
4314,103,107,1,1,0
4315,104,107,0,0,-1
4316,104,106,0,-1,0
4317,103,106,0,0,1
4318,103,107,0,1,0
4319,104,107,1,0,1
4320,104,108,0,1,0
4321,105,108,1,0,1
4322,105,109,1,-1,0
4323,104,109,1,0,-1
4324,104,108,1,1,0
4325,105,108,0,0,-1
4326,105,107,1,1,0
4327,106,107,1,0,1
4328,106,108,1,-1,0
4329,105,108,1,0,-1
4330,105,107,0,-1,0
4331,104,107,0,0,1
4332,104,108,0,1,0
4333,105,108,0,0,-1
4334,105,107,1,1,0
4335,106,107,0,0,-1
4336,106,106,0,-1,0
4337,105,106,0,0,1
4338,105,107,0,1,0
4339,106,107,1,0,1
4340,106,108,0,1,0
4341,107,108,1,0,1
4342,107,109,1,-1,0
4343,106,109,1,0,-1
4344,106,108,1,1,0
4345,107,108,0,0,-1
4346,107,107,1,1,0
4347,108,107,1,0,1
4348,108,108,1,-1,0
4349,107,108,1,0,-1
4350,107,107,0,-1,0
4351,106,107,0,0,1
4352,106,108,0,1,0
4353,107,108,0,0,-1
4354,107,107,1,1,0
4355,108,107,0,0,-1
4356,108,106,0,-1,0
4357,107,106,0,0,1
4358,107,107,0,1,0
4359,108,107,1,0,1
4360,108,108,0,1,0
4361,109,108,1,0,1
4362,109,109,1,-1,0
4363,108,109,1,0,-1
4364,108,108,1,1,0
4365,109,108,0,0,-1
4366,109,107,1,1,0
4367,110,107,1,0,1
4368,110,108,1,-1,0
4369,109,108,1,0,-1
4370,109,107,0,-1,0
4371,108,107,0,0,1
4372,108,108,0,1,0
4373,109,108,0,0,-1
4374,109,107,1,1,0
4375,110,107,0,0,-1
4376,110,106,1,1,0
4377,111,106,1,0,1
4378,111,107,1,-1,0
4379,110,107,1,0,-1
4380,110,106,0,-1,0
4381,109,106,0,0,1
4382,109,107,0,1,0
4383,110,107,0,0,-1
4384,110,106,1,1,0
4385,111,106,0,0,-1
4386,111,105,0,-1,0
4387,110,105,0,0,1
4388,110,106,0,1,0
4389,111,106,1,0,1
4390,111,107,0,1,0
4391,112,107,0,0,-1
4392,112,106,1,1,0
4393,113,106,0,0,-1
4394,113,105,1,1,0
4395,114,105,1,0,1
4396,114,106,0,1,0
4397,115,106,1,0,1
4398,115,107,0,1,0
4399,116,107,0,0,-1
4400,116,106,1,1,0
4401,117,106,1,0,1
4402,117,107,1,-1,0
4403,116,107,1,0,-1
4404,116,106,0,-1,0
4405,115,106,0,0,1
4406,115,107,1,-1,0
4407,114,107,0,0,1
4408,114,108,1,-1,0
4409,113,108,1,0,-1
4410,113,107,0,-1,0
4411,112,107,1,0,-1
4412,112,106,0,-1,0
4413,111,106,0,0,1
4414,111,107,1,-1,0
4415,110,107,1,0,-1
4416,110,106,1,1,0
4417,111,106,1,0,1
4418,111,107,0,1,0
4419,112,107,0,0,-1
4420,112,106,1,1,0
4421,113,106,1,0,1
4422,113,107,1,-1,0
4423,112,107,1,0,-1
4424,112,106,0,-1,0
4425,111,106,0,0,1
4426,111,107,1,-1,0
4427,110,107,0,0,1
4428,110,108,0,1,0
4429,111,108,1,0,1
4430,111,109,1,-1,0
4431,110,109,1,0,-1
4432,110,108,1,1,0
4433,111,108,0,0,-1
4434,111,107,0,-1,0
4435,110,107,1,0,-1
4436,110,106,0,-1,0
4437,109,106,1,0,-1
4438,109,105,1,1,0
4439,110,105,1,0,1
4440,110,106,1,-1,0
4441,109,106,0,0,1
4442,109,107,1,-1,0
4443,108,107,1,0,-1
4444,108,106,1,1,0
4445,109,106,1,0,1
4446,109,107,0,1,0
4447,110,107,0,0,-1
4448,110,106,0,-1,0
4449,109,106,0,0,1
4450,109,107,1,-1,0
4451,108,107,0,0,1
4452,108,108,1,-1,0
4453,107,108,1,0,-1
4454,107,107,1,1,0
4455,108,107,1,0,1
4456,108,108,0,1,0
4457,109,108,1,0,1
4458,109,109,0,1,0
4459,110,109,0,0,-1
4460,110,108,0,-1,0
4461,109,108,0,0,1
4462,109,109,1,-1,0
4463,108,109,0,0,1
4464,108,110,1,-1,0
4465,107,110,1,0,-1
4466,107,109,0,-1,0
4467,106,109,0,0,1
4468,106,110,1,-1,0
4469,105,110,1,0,-1
4470,105,109,0,-1,0
4471,104,109,0,0,1
4472,104,110,1,-1,0
4473,103,110,1,0,-1
4474,103,109,1,1,0
4475,104,109,1,0,1
4476,104,110,0,1,0
4477,105,110,0,0,-1
4478,105,109,1,1,0
4479,106,109,1,0,1
4480,106,110,0,1,0
4481,107,110,0,0,-1
4482,107,109,1,1,0
4483,108,109,1,0,1
4484,108,110,0,1,0
4485,109,110,1,0,1
4486,109,111,1,-1,0
4487,108,111,1,0,-1
4488,108,110,1,1,0
4489,109,110,0,0,-1
4490,109,109,0,-1,0
4491,108,109,0,0,1
4492,108,110,0,1,0
4493,109,110,1,0,1
4494,109,111,0,1,0
4495,110,111,1,0,1
4496,110,112,1,-1,0
4497,109,112,1,0,-1
4498,109,111,1,1,0
4499,110,111,0,0,-1
4500,110,110,1,1,0
4501,111,110,1,0,1
4502,111,111,1,-1,0
4503,110,111,1,0,-1
4504,110,110,0,-1,0
4505,109,110,0,0,1
4506,109,111,0,1,0
4507,110,111,0,0,-1
4508,110,110,1,1,0
4509,111,110,0,0,-1
4510,111,109,0,-1,0
4511,110,109,1,0,-1
4512,110,108,1,1,0
4513,111,108,1,0,1
4514,111,109,1,-1,0
4515,110,109,0,0,1
4516,110,110,0,1,0
4517,111,110,1,0,1
4518,111,111,0,1,0
4519,112,111,1,0,1
4520,112,112,1,-1,0
4521,111,112,1,0,-1
4522,111,111,1,1,0
4523,112,111,0,0,-1
4524,112,110,1,1,0
4525,113,110,1,0,1
4526,113,111,1,-1,0
4527,112,111,1,0,-1
4528,112,110,0,-1,0
4529,111,110,0,0,1
4530,111,111,0,1,0
4531,112,111,0,0,-1
4532,112,110,1,1,0
4533,113,110,0,0,-1
4534,113,109,1,1,0
4535,114,109,1,0,1
4536,114,110,1,-1,0
4537,113,110,1,0,-1
4538,113,109,0,-1,0
4539,112,109,1,0,-1
4540,112,108,1,1,0
4541,113,108,0,0,-1
4542,113,107,0,-1,0
4543,112,107,0,0,1
4544,112,108,0,1,0
4545,113,108,1,0,1
4546,113,109,1,-1,0
4547,112,109,0,0,1
4548,112,110,0,1,0
4549,113,110,0,0,-1
4550,113,109,0,-1,0
4551,112,109,1,0,-1
4552,112,108,1,1,0
4553,113,108,0,0,-1
4554,113,107,1,1,0
4555,114,107,1,0,1
4556,114,108,0,1,0
4557,115,108,1,0,1
4558,115,109,1,-1,0
4559,114,109,0,0,1
4560,114,110,0,1,0
4561,115,110,1,0,1
4562,115,111,1,-1,0
4563,114,111,1,0,-1
4564,114,110,1,1,0
4565,115,110,0,0,-1
4566,115,109,0,-1,0
4567,114,109,1,0,-1
4568,114,108,1,1,0
4569,115,108,0,0,-1
4570,115,107,0,-1,0
4571,114,107,0,0,1
4572,114,108,0,1,0
4573,115,108,1,0,1
4574,115,109,1,-1,0
4575,114,109,0,0,1
4576,114,110,0,1,0
4577,115,110,1,0,1
4578,115,111,0,1,0
4579,116,111,1,0,1
4580,116,112,1,-1,0
4581,115,112,1,0,-1
4582,115,111,1,1,0
4583,116,111,0,0,-1
4584,116,110,1,1,0
4585,117,110,1,0,1
4586,117,111,1,-1,0
4587,116,111,1,0,-1
4588,116,110,0,-1,0
4589,115,110,0,0,1
4590,115,111,0,1,0
4591,116,111,0,0,-1
4592,116,110,1,1,0
4593,117,110,0,0,-1
4594,117,109,1,1,0
4595,118,109,1,0,1
4596,118,110,1,-1,0
4597,117,110,1,0,-1
4598,117,109,0,-1,0
4599,116,109,1,0,-1
4600,116,108,1,1,0
4601,117,108,0,0,-1
4602,117,107,0,-1,0
4603,116,107,0,0,1
4604,116,108,0,1,0
4605,117,108,1,0,1
4606,117,109,1,-1,0
4607,116,109,0,0,1
4608,116,110,0,1,0
4609,117,110,0,0,-1
4610,117,109,0,-1,0
4611,116,109,1,0,-1
4612,116,108,1,1,0
4613,117,108,0,0,-1
4614,117,107,1,1,0
4615,118,107,1,0,1
4616,118,108,0,1,0
4617,119,108,1,0,1
