step,x,y,new_color,ant_dx,ant_dy
6821,107,98,0,0,-1
6822,107,97,1,1,0
6823,108,97,0,0,-1
6824,108,96,0,-1,0
6825,107,96,0,0,1
6826,107,97,0,1,0
6827,108,97,1,0,1
6828,108,98,0,1,0
6829,109,98,0,0,-1
6830,109,97,1,1,0
6831,110,97,1,0,1
6832,110,98,0,1,0
6833,111,98,1,0,1
6834,111,99,0,1,0
6835,112,99,0,0,-1
6836,112,98,1,1,0
6837,113,98,1,0,1
6838,113,99,1,-1,0
6839,112,99,1,0,-1
6840,112,98,0,-1,0
6841,111,98,0,0,1
6842,111,99,1,-1,0
6843,110,99,1,0,-1
6844,110,98,1,1,0
6845,111,98,1,0,1
6846,111,99,0,1,0
6847,112,99,0,0,-1
6848,112,98,1,1,0
6849,113,98,0,0,-1
6850,113,97,1,1,0
6851,114,97,0,0,-1
6852,114,96,1,1,0
6853,115,96,1,0,1
6854,115,97,1,-1,0
6855,114,97,1,0,-1
6856,114,96,0,-1,0
6857,113,96,0,0,1
6858,113,97,0,1,0
6859,114,97,0,0,-1
6860,114,96,1,1,0
6861,115,96,0,0,-1
6862,115,95,0,-1,0
6863,114,95,1,0,-1
6864,114,94,1,1,0
6865,115,94,0,0,-1
6866,115,93,0,-1,0
6867,114,93,1,0,-1
6868,114,92,1,1,0
6869,115,92,1,0,1
6870,115,93,1,-1,0
6871,114,93,0,0,1
6872,114,94,0,1,0
6873,115,94,1,0,1
6874,115,95,1,-1,0
6875,114,95,0,0,1
6876,114,96,0,1,0
6877,115,96,1,0,1
6878,115,97,0,1,0
6879,116,97,1,0,1
6880,116,98,0,1,0
6881,117,98,0,0,-1
6882,117,97,1,1,0
6883,118,97,0,0,-1
6884,118,96,1,1,0
6885,119,96,0,0,-1
6886,119,95,1,1,0
6887,120,95,0,0,-1
6888,120,94,1,1,0
6889,121,94,0,0,-1
6890,121,93,1,1,0
6891,122,93,1,0,1
6892,122,94,1,-1,0
6893,121,94,1,0,-1
6894,121,93,0,-1,0
6895,120,93,1,0,-1
6896,120,92,1,1,0
6897,121,92,1,0,1
6898,121,93,1,-1,0
6899,120,93,0,0,1
6900,120,94,0,1,0
6901,121,94,0,0,-1
6902,121,93,0,-1,0
6903,120,93,1,0,-1
6904,120,92,0,-1,0
6905,119,92,1,0,-1
6906,119,91,1,1,0
6907,120,91,1,0,1
6908,120,92,1,-1,0
6909,119,92,0,0,1
6910,119,93,1,-1,0
6911,118,93,1,0,-1
6912,118,92,1,1,0
6913,119,92,1,0,1
6914,119,93,0,1,0
6915,120,93,0,0,-1
6916,120,92,0,-1,0
6917,119,92,0,0,1
6918,119,93,1,-1,0
6919,118,93,0,0,1
6920,118,94,1,-1,0
6921,117,94,0,0,1
6922,117,95,1,-1,0
6923,116,95,0,0,1
6924,116,96,1,-1,0
6925,115,96,0,0,1
6926,115,97,1,-1,0
6927,114,97,1,0,-1
6928,114,96,1,1,0
6929,115,96,1,0,1
6930,115,97,0,1,0
6931,116,97,0,0,-1
6932,116,96,0,-1,0
6933,115,96,0,0,1
6934,115,97,1,-1,0
6935,114,97,0,0,1
6936,114,98,1,-1,0
6937,113,98,1,0,-1
6938,113,97,1,1,0
6939,114,97,1,0,1
6940,114,98,0,1,0
6941,115,98,1,0,1
6942,115,99,1,-1,0
6943,114,99,0,0,1
6944,114,100,0,1,0
6945,115,100,1,0,1
6946,115,101,1,-1,0
6947,114,101,0,0,1
6948,114,102,1,-1,0
6949,113,102,1,0,-1
6950,113,101,1,1,0
6951,114,101,1,0,1
6952,114,102,0,1,0
6953,115,102,1,0,1
6954,115,103,0,1,0
6955,116,103,0,0,-1
6956,116,102,0,-1,0
6957,115,102,0,0,1
6958,115,103,1,-1,0
6959,114,103,1,0,-1
6960,114,102,1,1,0
6961,115,102,1,0,1
6962,115,103,0,1,0
6963,116,103,1,0,1
6964,116,104,1,-1,0
6965,115,104,1,0,-1
6966,115,103,1,1,0
6967,116,103,0,0,-1
6968,116,102,1,1,0
6969,117,102,1,0,1
6970,117,103,1,-1,0
6971,116,103,1,0,-1
6972,116,102,0,-1,0
6973,115,102,0,0,1
6974,115,103,0,1,0
6975,116,103,0,0,-1
6976,116,102,1,1,0
6977,117,102,0,0,-1
6978,117,101,0,-1,0
6979,116,101,1,0,-1
6980,116,100,0,-1,0
6981,115,100,0,0,1
6982,115,101,0,1,0
6983,116,101,0,0,-1
6984,116,100,1,1,0
6985,117,100,0,0,-1
6986,117,99,0,-1,0
6987,116,99,1,0,-1
6988,116,98,1,1,0
6989,117,98,1,0,1
6990,117,99,1,-1,0
6991,116,99,0,0,1
6992,116,100,0,1,0
6993,117,100,1,0,1
6994,117,101,1,-1,0
6995,116,101,1,0,-1
6996,116,100,1,1,0
6997,117,100,0,0,-1
6998,117,99,0,-1,0
6999,116,99,1,0,-1
7000,116,98,0,-1,0
7001,115,98,0,0,1
7002,115,99,0,1,0
7003,116,99,0,0,-1
7004,116,98,1,1,0
7005,117,98,0,0,-1
7006,117,97,0,-1,0
7007,116,97,1,0,-1
7008,116,96,1,1,0
7009,117,96,0,0,-1
7010,117,95,0,-1,0
7011,116,95,1,0,-1
7012,116,94,1,1,0
7013,117,94,1,0,1
7014,117,95,1,-1,0
7015,116,95,0,0,1
7016,116,96,0,1,0
7017,117,96,1,0,1
7018,117,97,1,-1,0
7019,116,97,0,0,1
7020,116,98,0,1,0
7021,117,98,1,0,1
7022,117,99,1,-1,0
7023,116,99,1,0,-1
7024,116,98,1,1,0
7025,117,98,0,0,-1
7026,117,97,0,-1,0
7027,116,97,1,0,-1
7028,116,96,1,1,0
7029,117,96,0,0,-1
7030,117,95,0,-1,0
7031,116,95,1,0,-1
7032,116,94,0,-1,0
7033,115,94,0,0,1
7034,115,95,0,1,0
7035,116,95,0,0,-1
7036,116,94,1,1,0
7037,117,94,0,0,-1
7038,117,93,0,-1,0
7039,116,93,0,0,1
7040,116,94,0,1,0
7041,117,94,1,0,1
7042,117,95,1,-1,0
7043,116,95,1,0,-1
7044,116,94,1,1,0
7045,117,94,0,0,-1
7046,117,93,1,1,0
7047,118,93,1,0,1
7048,118,94,0,1,0
7049,119,94,0,0,-1
7050,119,93,0,-1,0
7051,118,93,0,0,1
7052,118,94,1,-1,0
7053,117,94,1,0,-1
7054,117,93,0,-1,0
7055,116,93,1,0,-1
7056,116,92,1,1,0
7057,117,92,0,0,-1
7058,117,91,0,-1,0
7059,116,91,1,0,-1
7060,116,90,1,1,0
7061,117,90,0,0,-1
7062,117,89,0,-1,0
7063,116,89,0,0,1
7064,116,90,0,1,0
7065,117,90,1,0,1
7066,117,91,1,-1,0
7067,116,91,0,0,1
7068,116,92,0,1,0
7069,117,92,1,0,1
7070,117,93,1,-1,0
7071,116,93,0,0,1
7072,116,94,0,1,0
7073,117,94,0,0,-1
7074,117,93,0,-1,0
7075,116,93,1,0,-1
7076,116,92,1,1,0
7077,117,92,0,0,-1
7078,117,91,0,-1,0
7079,116,91,1,0,-1
7080,116,90,1,1,0
7081,117,90,0,0,-1
7082,117,89,1,1,0
7083,118,89,0,0,-1
7084,118,88,0,-1,0
7085,117,88,0,0,1
7086,117,89,0,1,0
7087,118,89,1,0,1
7088,118,90,1,-1,0
7089,117,90,1,0,-1
7090,117,89,1,1,0
7091,118,89,0,0,-1
7092,118,88,1,1,0
7093,119,88,1,0,1
7094,119,89,1,-1,0
7095,118,89,1,0,-1
7096,118,88,0,-1,0
7097,117,88,1,0,-1
7098,117,87,1,1,0
7099,118,87,0,0,-1
7100,118,86,0,-1,0
7101,117,86,1,0,-1
7102,117,85,1,1,0
7103,118,85,1,0,1
7104,118,86,1,-1,0
7105,117,86,0,0,1
7106,117,87,0,1,0
7107,118,87,1,0,1
7108,118,88,1,-1,0
7109,117,88,0,0,1
7110,117,89,0,1,0
7111,118,89,0,0,-1
7112,118,88,0,-1,0
7113,117,88,1,0,-1
7114,117,87,1,1,0
7115,118,87,0,0,-1
7116,118,86,0,-1,0
7117,117,86,1,0,-1
7118,117,85,0,-1,0
7119,116,85,0,0,1
7120,116,86,1,-1,0
7121,115,86,0,0,1
7122,115,87,0,1,0
7123,116,87,1,0,1
7124,116,88,1,-1,0
7125,115,88,1,0,-1
7126,115,87,1,1,0
7127,116,87,0,0,-1
7128,116,86,0,-1,0
7129,115,86,1,0,-1
7130,115,85,0,-1,0
7131,114,85,1,0,-1
7132,114,84,0,-1,0
7133,113,84,1,0,-1
7134,113,83,1,1,0
7135,114,83,1,0,1
7136,114,84,1,-1,0
7137,113,84,0,0,1
7138,113,85,1,-1,0
7139,112,85,0,0,1
7140,112,86,1,-1,0
7141,111,86,0,0,1
7142,111,87,1,-1,0
7143,110,87,1,0,-1
7144,110,86,0,-1,0
7145,109,86,0,0,1
7146,109,87,1,-1,0
7147,108,87,1,0,-1
7148,108,86,0,-1,0
7149,107,86,0,0,1
7150,107,87,1,-1,0
7151,106,87,1,0,-1
7152,106,86,0,-1,0
7153,105,86,1,0,-1
7154,105,85,1,1,0
7155,106,85,0,0,-1
7156,106,84,1,1,0
7157,107,84,1,0,1
7158,107,85,1,-1,0
7159,106,85,1,0,-1
7160,106,84,0,-1,0
7161,105,84,0,0,1
7162,105,85,0,1,0
7163,106,85,0,0,-1
7164,106,84,1,1,0
7165,107,84,0,0,-1
7166,107,83,1,1,0
7167,108,83,1,0,1
7168,108,84,1,-1,0
7169,107,84,1,0,-1
7170,107,83,0,-1,0
7171,106,83,1,0,-1
7172,106,82,1,1,0
7173,107,82,1,0,1
7174,107,83,1,-1,0
7175,106,83,0,0,1
7176,106,84,0,1,0
7177,107,84,0,0,-1
7178,107,83,0,-1,0
7179,106,83,1,0,-1
7180,106,82,0,-1,0
7181,105,82,1,0,-1
7182,105,81,1,1,0
7183,106,81,1,0,1
7184,106,82,1,-1,0
7185,105,82,0,0,1
7186,105,83,1,-1,0
7187,104,83,1,0,-1
7188,104,82,1,1,0
7189,105,82,1,0,1
7190,105,83,0,1,0
7191,106,83,0,0,-1
7192,106,82,0,-1,0
7193,105,82,0,0,1
7194,105,83,1,-1,0
7195,104,83,0,0,1
7196,104,84,0,1,0
7197,105,84,1,0,1
7198,105,85,1,-1,0
7199,104,85,1,0,-1
7200,104,84,1,1,0
7201,105,84,0,0,-1
7202,105,83,0,-1,0
7203,104,83,1,0,-1
7204,104,82,0,-1,0
7205,103,82,1,0,-1
7206,103,81,1,1,0
7207,104,81,1,0,1
7208,104,82,1,-1,0
7209,103,82,0,0,1
7210,103,83,1,-1,0
7211,102,83,1,0,-1
7212,102,82,1,1,0
7213,103,82,1,0,1
7214,103,83,0,1,0
7215,104,83,0,0,-1
7216,104,82,0,-1,0
7217,103,82,0,0,1
7218,103,83,1,-1,0
7219,102,83,0,0,1
7220,102,84,1,-1,0
7221,101,84,0,0,1
7222,101,85,0,1,0
7223,102,85,1,0,1
7224,102,86,0,1,0
7225,103,86,1,0,1
7226,103,87,0,1,0
7227,104,87,0,0,-1
7228,104,86,1,1,0
7229,105,86,0,0,-1
7230,105,85,0,-1,0
7231,104,85,0,0,1
7232,104,86,0,1,0
7233,105,86,1,0,1
7234,105,87,1,-1,0
7235,104,87,1,0,-1
7236,104,86,1,1,0
7237,105,86,0,0,-1
7238,105,85,1,1,0
7239,106,85,1,0,1
7240,106,86,1,-1,0
7241,105,86,1,0,-1
7242,105,85,0,-1,0
7243,104,85,1,0,-1
7244,104,84,0,-1,0
7245,103,84,1,0,-1
7246,103,83,0,-1,0
7247,102,83,1,0,-1
7248,102,82,0,-1,0
7249,101,82,1,0,-1
7250,101,81,1,1,0
7251,102,81,1,0,1
7252,102,82,1,-1,0
7253,101,82,0,0,1
7254,101,83,1,-1,0
7255,100,83,1,0,-1
7256,100,82,1,1,0
7257,101,82,1,0,1
7258,101,83,0,1,0
7259,102,83,0,0,-1
7260,102,82,0,-1,0
7261,101,82,0,0,1
7262,101,83,1,-1,0
7263,100,83,0,0,1
7264,100,84,0,1,0
7265,101,84,1,0,1
7266,101,85,1,-1,0
7267,100,85,1,0,-1
7268,100,84,1,1,0
7269,101,84,0,0,-1
7270,101,83,0,-1,0
7271,100,83,1,0,-1
7272,100,82,0,-1,0
7273,99,82,1,0,-1
7274,99,81,1,1,0
7275,100,81,1,0,1
7276,100,82,1,-1,0
7277,99,82,0,0,1
7278,99,83,1,-1,0
7279,98,83,1,0,-1
7280,98,82,1,1,0
7281,99,82,1,0,1
7282,99,83,0,1,0
7283,100,83,0,0,-1
7284,100,82,0,-1,0
7285,99,82,0,0,1
7286,99,83,1,-1,0
7287,98,83,0,0,1
7288,98,84,0,1,0
7289,99,84,0,0,-1
7290,99,83,0,-1,0
7291,98,83,1,0,-1
7292,98,82,0,-1,0
7293,97,82,1,0,-1
7294,97,81,1,1,0
7295,98,81,1,0,1
7296,98,82,1,-1,0
7297,97,82,0,0,1
7298,97,83,1,-1,0
7299,96,83,1,0,-1
7300,96,82,1,1,0
7301,97,82,1,0,1
7302,97,83,0,1,0
7303,98,83,0,0,-1
7304,98,82,0,-1,0
7305,97,82,0,0,1
7306,97,83,1,-1,0
7307,96,83,0,0,1
7308,96,84,1,-1,0
7309,95,84,1,0,-1
7310,95,83,1,1,0
7311,96,83,1,0,1
7312,96,84,0,1,0
7313,97,84,1,0,1
7314,97,85,0,1,0
7315,98,85,0,0,-1
7316,98,84,1,1,0
7317,99,84,1,0,1
7318,99,85,0,1,0
7319,100,85,0,0,-1
7320,100,84,0,-1,0
7321,99,84,0,0,1
7322,99,85,1,-1,0
7323,98,85,1,0,-1
7324,98,84,0,-1,0
7325,97,84,0,0,1
7326,97,85,1,-1,0
7327,96,85,1,0,-1
7328,96,84,1,1,0
7329,97,84,1,0,1
7330,97,85,0,1,0
7331,98,85,0,0,-1
7332,98,84,1,1,0
7333,99,84,1,0,1
7334,99,85,0,1,0
7335,100,85,1,0,1
7336,100,86,1,-1,0
7337,99,86,0,0,1
7338,99,87,1,-1,0
7339,98,87,0,0,1
7340,98,88,1,-1,0
7341,97,88,0,0,1
7342,97,89,1,-1,0
7343,96,89,1,0,-1
7344,96,88,0,-1,0
7345,95,88,0,0,1
7346,95,89,1,-1,0
7347,94,89,1,0,-1
7348,94,88,0,-1,0
7349,93,88,1,0,-1
7350,93,87,0,-1,0
7351,92,87,1,0,-1
7352,92,86,0,-1,0
7353,91,86,1,0,-1
7354,91,85,1,1,0
7355,92,85,1,0,1
7356,92,86,1,-1,0
7357,91,86,0,0,1
7358,91,87,1,-1,0
7359,90,87,0,0,1
7360,90,88,1,-1,0
7361,89,88,1,0,-1
7362,89,87,1,1,0
7363,90,87,1,0,1
7364,90,88,0,1,0
7365,91,88,1,0,1
7366,91,89,1,-1,0
7367,90,89,0,0,1
7368,90,90,1,-1,0
7369,89,90,1,0,-1
7370,89,89,0,-1,0
7371,88,89,0,0,1
7372,88,90,1,-1,0
7373,87,90,0,0,1
7374,87,91,1,-1,0
7375,86,91,1,0,-1
7376,86,90,1,1,0
7377,87,90,1,0,1
7378,87,91,0,1,0
7379,88,91,0,0,-1
7380,88,90,0,-1,0
7381,87,90,0,0,1
7382,87,91,1,-1,0
7383,86,91,0,0,1
7384,86,92,1,-1,0
7385,85,92,1,0,-1
7386,85,91,1,1,0
7387,86,91,1,0,1
7388,86,92,0,1,0
7389,87,92,1,0,1
7390,87,93,1,-1,0
7391,86,93,1,0,-1
7392,86,92,1,1,0
7393,87,92,0,0,-1
7394,87,91,0,-1,0
7395,86,91,0,0,1
7396,86,92,0,1,0
7397,87,92,1,0,1
7398,87,93,0,1,0
7399,88,93,1,0,1
7400,88,94,1,-1,0
7401,87,94,1,0,-1
7402,87,93,1,1,0
7403,88,93,0,0,-1
7404,88,92,1,1,0
7405,89,92,0,0,-1
7406,89,91,0,-1,0
7407,88,91,1,0,-1
7408,88,90,1,1,0
7409,89,90,0,0,-1
7410,89,89,1,1,0
7411,90,89,1,0,1
7412,90,90,0,1,0
7413,91,90,1,0,1
7414,91,91,1,-1,0
7415,90,91,0,0,1
7416,90,92,1,-1,0
7417,89,92,1,0,-1
7418,89,91,1,1,0
7419,90,91,1,0,1
7420,90,92,0,1,0
7421,91,92,1,0,1
7422,91,93,0,1,0
7423,92,93,1,0,1
7424,92,94,1,-1,0
7425,91,94,1,0,-1
7426,91,93,1,1,0
7427,92,93,0,0,-1
7428,92,92,1,1,0
7429,93,92,0,0,-1
7430,93,91,1,1,0
7431,94,91,1,0,1
7432,94,92,1,-1,0
7433,93,92,1,0,-1
7434,93,91,0,-1,0
7435,92,91,1,0,-1
7436,92,90,0,-1,0
7437,91,90,0,0,1
7438,91,91,0,1,0
7439,92,91,0,0,-1
7440,92,90,1,1,0
7441,93,90,0,0,-1
7442,93,89,1,1,0
7443,94,89,0,0,-1
7444,94,88,1,1,0
7445,95,88,1,0,1
7446,95,89,0,1,0
7447,96,89,0,0,-1
7448,96,88,1,1,0
7449,97,88,1,0,1
7450,97,89,0,1,0
7451,98,89,1,0,1
7452,98,90,0,1,0
7453,99,90,1,0,1
7454,99,91,0,1,0
7455,100,91,1,0,1
7456,100,92,0,1,0
7457,101,92,0,0,-1
7458,101,91,0,-1,0
7459,100,91,0,0,1
7460,100,92,1,-1,0
7461,99,92,1,0,-1
7462,99,91,1,1,0
7463,100,91,1,0,1
7464,100,92,0,1,0
7465,101,92,1,0,1
7466,101,93,1,-1,0
7467,100,93,0,0,1
7468,100,94,1,-1,0
7469,99,94,0,0,1
7470,99,95,0,1,0
7471,100,95,0,0,-1
7472,100,94,0,-1,0
7473,99,94,1,0,-1
7474,99,93,1,1,0
7475,100,93,1,0,1
7476,100,94,1,-1,0
7477,99,94,0,0,1
7478,99,95,1,-1,0
7479,98,95,0,0,1
7480,98,96,0,1,0
7481,99,96,1,0,1
7482,99,97,1,-1,0
7483,98,97,0,0,1
7484,98,98,1,-1,0
7485,97,98,1,0,-1
7486,97,97,0,-1,0
7487,96,97,1,0,-1
7488,96,96,0,-1,0
7489,95,96,0,0,1
7490,95,97,1,-1,0
7491,94,97,1,0,-1
7492,94,96,0,-1,0
7493,93,96,0,0,1
7494,93,97,1,-1,0
7495,92,97,1,0,-1
7496,92,96,0,-1,0
7497,91,96,1,0,-1
7498,91,95,0,-1,0
7499,90,95,0,0,1
7500,90,96,0,1,0
7501,91,96,0,0,-1
7502,91,95,1,1,0
7503,92,95,1,0,1
7504,92,96,1,-1,0
7505,91,96,1,0,-1
7506,91,95,0,-1,0
7507,90,95,1,0,-1
7508,90,94,0,-1,0
7509,89,94,1,0,-1
7510,89,93,1,1,0
7511,90,93,0,0,-1
7512,90,92,1,1,0
7513,91,92,0,0,-1
7514,91,91,1,1,0
7515,92,91,1,0,1
7516,92,92,0,1,0
7517,93,92,0,0,-1
7518,93,91,1,1,0
7519,94,91,0,0,-1
7520,94,90,1,1,0
7521,95,90,0,0,-1
7522,95,89,1,1,0
7523,96,89,1,0,1
7524,96,90,0,1,0
7525,97,90,0,0,-1
7526,97,89,1,1,0
7527,98,89,0,0,-1
7528,98,88,0,-1,0
7529,97,88,0,0,1
7530,97,89,0,1,0
7531,98,89,1,0,1
7532,98,90,1,-1,0
7533,97,90,1,0,-1
7534,97,89,1,1,0
7535,98,89,0,0,-1
7536,98,88,1,1,0
7537,99,88,1,0,1
7538,99,89,1,-1,0
7539,98,89,1,0,-1
7540,98,88,0,-1,0
7541,97,88,1,0,-1
7542,97,87,1,1,0
7543,98,87,1,0,1
7544,98,88,1,-1,0
7545,97,88,0,0,1
7546,97,89,0,1,0
7547,98,89,0,0,-1
7548,98,88,0,-1,0
7549,97,88,1,0,-1
7550,97,87,0,-1,0
7551,96,87,1,0,-1
7552,96,86,0,-1,0
7553,95,86,1,0,-1
7554,95,85,1,1,0
7555,96,85,0,0,-1
7556,96,84,0,-1,0
7557,95,84,0,0,1
7558,95,85,0,1,0
7559,96,85,1,0,1
7560,96,86,1,-1,0
7561,95,86,0,0,1
7562,95,87,0,1,0
7563,96,87,0,0,-1
7564,96,86,0,-1,0
7565,95,86,1,0,-1
7566,95,85,1,1,0
7567,96,85,0,0,-1
7568,96,84,1,1,0
7569,97,84,0,0,-1
7570,97,83,0,-1,0
7571,96,83,0,0,1
7572,96,84,0,1,0
7573,97,84,1,0,1
7574,97,85,1,-1,0
7575,96,85,1,0,-1
7576,96,84,1,1,0
7577,97,84,0,0,-1
7578,97,83,1,1,0
7579,98,83,1,0,1
7580,98,84,0,1,0
7581,99,84,0,0,-1
7582,99,83,1,1,0
7583,100,83,1,0,1
7584,100,84,1,-1,0
7585,99,84,1,0,-1
7586,99,83,0,-1,0
7587,98,83,0,0,1
7588,98,84,1,-1,0
7589,97,84,1,0,-1
7590,97,83,0,-1,0
7591,96,83,1,0,-1
7592,96,82,0,-1,0
7593,95,82,1,0,-1
7594,95,81,1,1,0
7595,96,81,1,0,1
7596,96,82,1,-1,0
7597,95,82,0,0,1
7598,95,83,0,1,0
7599,96,83,0,0,-1
7600,96,82,0,-1,0
7601,95,82,1,0,-1
7602,95,81,0,-1,0
7603,94,81,1,0,-1
7604,94,80,1,1,0
7605,95,80,1,0,1
7606,95,81,1,-1,0
7607,94,81,0,0,1
7608,94,82,1,-1,0
7609,93,82,1,0,-1
7610,93,81,1,1,0
7611,94,81,1,0,1
7612,94,82,0,1,0
7613,95,82,0,0,-1
7614,95,81,0,-1,0
7615,94,81,0,0,1
7616,94,82,1,-1,0
7617,93,82,0,0,1
7618,93,83,1,-1,0
7619,92,83,1,0,-1
7620,92,82,1,1,0
7621,93,82,1,0,1
7622,93,83,0,1,0
7623,94,83,1,0,1
7624,94,84,1,-1,0
7625,93,84,1,0,-1
7626,93,83,1,1,0
7627,94,83,0,0,-1
7628,94,82,0,-1,0
7629,93,82,0,0,1
7630,93,83,0,1,0
7631,94,83,1,0,1
7632,94,84,0,1,0
7633,95,84,1,0,1
7634,95,85,0,1,0
7635,96,85,0,0,-1
7636,96,84,0,-1,0
7637,95,84,0,0,1
7638,95,85,1,-1,0
7639,94,85,1,0,-1
7640,94,84,1,1,0
7641,95,84,1,0,1
7642,95,85,0,1,0
7643,96,85,1,0,1
7644,96,86,1,-1,0
7645,95,86,0,0,1
7646,95,87,1,-1,0
7647,94,87,0,0,1
7648,94,88,0,1,0
7649,95,88,0,0,-1
7650,95,87,0,-1,0
7651,94,87,1,0,-1
7652,94,86,1,1,0
7653,95,86,1,0,1
7654,95,87,1,-1,0
7655,94,87,0,0,1
7656,94,88,1,-1,0
7657,93,88,0,0,1
7658,93,89,0,1,0
7659,94,89,1,0,1
7660,94,90,0,1,0
7661,95,90,1,0,1
7662,95,91,1,-1,0
7663,94,91,1,0,-1
7664,94,90,1,1,0
7665,95,90,0,0,-1
7666,95,89,0,-1,0
7667,94,89,0,0,1
7668,94,90,0,1,0
7669,95,90,1,0,1
7670,95,91,0,1,0
7671,96,91,0,0,-1
7672,96,90,1,1,0
7673,97,90,0,0,-1
7674,97,89,1,1,0
7675,98,89,1,0,1
7676,98,90,0,1,0
7677,99,90,0,0,-1
7678,99,89,0,-1,0
7679,98,89,0,0,1
7680,98,90,1,-1,0
7681,97,90,1,0,-1
7682,97,89,0,-1,0
7683,96,89,0,0,1
7684,96,90,0,1,0
7685,97,90,0,0,-1
7686,97,89,1,1,0
7687,98,89,1,0,1
7688,98,90,0,1,0
7689,99,90,1,0,1
7690,99,91,0,1,0
7691,100,91,0,0,-1
7692,100,90,0,-1,0
7693,99,90,0,0,1
7694,99,91,1,-1,0
7695,98,91,0,0,1
7696,98,92,0,1,0
7697,99,92,0,0,-1
7698,99,91,0,-1,0
7699,98,91,1,0,-1
7700,98,90,1,1,0
7701,99,90,1,0,1
7702,99,91,1,-1,0
7703,98,91,0,0,1
7704,98,92,1,-1,0
7705,97,92,0,0,1
7706,97,93,1,-1,0
7707,96,93,0,0,1
7708,96,94,0,1,0
7709,97,94,1,0,1
7710,97,95,1,-1,0
7711,96,95,0,0,1
7712,96,96,1,-1,0
7713,95,96,1,0,-1
7714,95,95,0,-1,0
7715,94,95,1,0,-1
7716,94,94,1,1,0
7717,95,94,0,0,-1
7718,95,93,0,-1,0
7719,94,93,1,0,-1
7720,94,92,0,-1,0
7721,93,92,1,0,-1
7722,93,91,0,-1,0
7723,92,91,0,0,1
7724,92,92,1,-1,0
7725,91,92,1,0,-1
7726,91,91,0,-1,0
7727,90,91,0,0,1
7728,90,92,0,1,0
7729,91,92,0,0,-1
7730,91,91,1,1,0
7731,92,91,1,0,1
7732,92,92,0,1,0
7733,93,92,0,0,-1
7734,93,91,1,1,0
7735,94,91,0,0,-1
7736,94,90,1,1,0
7737,95,90,0,0,-1
7738,95,89,1,1,0
7739,96,89,1,0,1
7740,96,90,1,-1,0
7741,95,90,1,0,-1
7742,95,89,0,-1,0
7743,94,89,1,0,-1
7744,94,88,0,-1,0
7745,93,88,1,0,-1
7746,93,87,1,1,0
7747,94,87,1,0,1
7748,94,88,1,-1,0
7749,93,88,0,0,1
7750,93,89,1,-1,0
7751,92,89,0,0,1
7752,92,90,0,1,0
7753,93,90,1,0,1
7754,93,91,0,1,0
7755,94,91,1,0,1
7756,94,92,1,-1,0
7757,93,92,1,0,-1
7758,93,91,1,1,0
7759,94,91,0,0,-1
7760,94,90,0,-1,0
7761,93,90,0,0,1
7762,93,91,0,1,0
7763,94,91,1,0,1
7764,94,92,0,1,0
7765,95,92,1,0,1
7766,95,93,1,-1,0
7767,94,93,0,0,1
7768,94,94,0,1,0
7769,95,94,1,0,1
7770,95,95,1,-1,0
7771,94,95,0,0,1
7772,94,96,1,-1,0
7773,93,96,1,0,-1
7774,93,95,0,-1,0
7775,92,95,0,0,1
7776,92,96,0,1,0
7777,93,96,0,0,-1
7778,93,95,1,1,0
7779,94,95,1,0,1
7780,94,96,0,1,0
7781,95,96,0,0,-1
7782,95,95,0,-1,0
7783,94,95,0,0,1
7784,94,96,1,-1,0
7785,93,96,1,0,-1
7786,93,95,0,-1,0
7787,92,95,1,0,-1
7788,92,94,0,-1,0
7789,91,94,0,0,1
7790,91,95,1,-1,0
7791,90,95,0,0,1
7792,90,96,1,-1,0
7793,89,96,0,0,1
7794,89,97,1,-1,0
7795,88,97,1,0,-1
7796,88,96,1,1,0
7797,89,96,1,0,1
7798,89,97,0,1,0
7799,90,97,0,0,-1
7800,90,96,0,-1,0
7801,89,96,0,0,1
7802,89,97,1,-1,0
7803,88,97,0,0,1
7804,88,98,1,-1,0
7805,87,98,1,0,-1
7806,87,97,1,1,0
7807,88,97,1,0,1
7808,88,98,0,1,0
7809,89,98,1,0,1
7810,89,99,0,1,0
7811,90,99,1,0,1
7812,90,100,1,-1,0
7813,89,100,0,0,1
7814,89,101,0,1,0
7815,90,101,1,0,1
7816,90,102,1,-1,0
7817,89,102,0,0,1
7818,89,103,1,-1,0
7819,88,103,1,0,-1
7820,88,102,1,1,0
7821,89,102,1,0,1
7822,89,103,0,1,0
7823,90,103,0,0,-1
7824,90,102,0,-1,0
7825,89,102,0,0,1
7826,89,103,1,-1,0
7827,88,103,0,0,1
7828,88,104,1,-1,0
7829,87,104,1,0,-1
7830,87,103,1,1,0
7831,88,103,1,0,1
7832,88,104,0,1,0
7833,89,104,1,0,1
7834,89,105,1,-1,0
7835,88,105,1,0,-1
7836,88,104,1,1,0
7837,89,104,0,0,-1
7838,89,103,0,-1,0
7839,88,103,0,0,1
7840,88,104,0,1,0
7841,89,104,1,0,1
7842,89,105,0,1,0
7843,90,105,1,0,1
7844,90,106,1,-1,0
7845,89,106,1,0,-1
7846,89,105,1,1,0
7847,90,105,0,0,-1
7848,90,104,1,1,0
7849,91,104,0,0,-1
7850,91,103,1,1,0
7851,92,103,1,0,1
7852,92,104,1,-1,0
7853,91,104,1,0,-1
7854,91,103,0,-1,0
